Timestamp,Poor-signal,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2025-02-15T08:36:40.935194+00:00,0,71,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:40.945370+00:00,0,71,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:40.955633+00:00,0,21,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:40.965831+00:00,0,100,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:40.976021+00:00,0,100,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:40.986233+00:00,0,100,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:40.996431+00:00,0,116,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.006604+00:00,0,116,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.016872+00:00,0,113,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.026950+00:00,0,114,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.037091+00:00,0,114,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.047275+00:00,0,102,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.057552+00:00,0,300,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.067807+00:00,0,300,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.077997+00:00,0,476,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.088212+00:00,0,476,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.098549+00:00,0,476,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.108793+00:00,0,140,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.119084+00:00,0,140,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.129337+00:00,0,87,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.139532+00:00,0,-373,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.149692+00:00,0,-343,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.159948+00:00,0,-343,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.170102+00:00,0,-325,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.180268+00:00,0,-325,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.190418+00:00,0,-325,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.200638+00:00,0,-184,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.210831+00:00,0,-40,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.220948+00:00,0,-40,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.231080+00:00,0,-50,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.241252+00:00,0,-50,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.251399+00:00,0,-50,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.261695+00:00,0,38,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.271964+00:00,0,38,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.282122+00:00,0,38,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.292394+00:00,0,13,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.302616+00:00,0,13,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.312851+00:00,0,13,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.323053+00:00,0,108,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.333293+00:00,0,108,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.343538+00:00,0,108,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.353725+00:00,0,114,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.363982+00:00,0,114,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.374147+00:00,0,112,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.384344+00:00,0,114,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.394631+00:00,0,114,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.404852+00:00,0,83,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.415008+00:00,0,83,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.425332+00:00,0,83,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.435694+00:00,0,93,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.446097+00:00,0,93,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.456458+00:00,0,106,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.466795+00:00,0,76,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.477099+00:00,0,98,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.487442+00:00,0,86,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.497769+00:00,0,86,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.508064+00:00,0,86,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.518395+00:00,0,77,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.528698+00:00,0,86,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.538894+00:00,0,6,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.549035+00:00,0,85,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.559180+00:00,0,85,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.569402+00:00,0,121,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.579576+00:00,0,121,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.589785+00:00,0,121,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.599987+00:00,0,52,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.610238+00:00,0,52,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.620479+00:00,0,52,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.630832+00:00,0,26,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.641155+00:00,0,26,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.651505+00:00,0,65,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.661899+00:00,0,67,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.672272+00:00,0,67,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.682664+00:00,0,67,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.693010+00:00,0,81,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.703309+00:00,0,81,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.713692+00:00,0,71,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.723919+00:00,0,71,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.734185+00:00,0,71,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.744426+00:00,0,71,56,16,817711,26591,4308,9083,1324,7549,5522,2555
2025-02-15T08:36:41.754602+00:00,0,73,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.764797+00:00,0,73,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.774989+00:00,0,84,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.785175+00:00,0,66,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.795408+00:00,0,66,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.805675+00:00,0,66,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.815969+00:00,0,88,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.826342+00:00,0,88,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.836681+00:00,0,57,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.847045+00:00,0,64,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.857454+00:00,0,64,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.867835+00:00,0,64,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.878185+00:00,0,92,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.888556+00:00,0,85,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.898931+00:00,0,25,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.909241+00:00,0,17,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.919575+00:00,0,17,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.929903+00:00,0,-7,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.940193+00:00,0,-7,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.950646+00:00,0,57,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.960978+00:00,0,56,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.971237+00:00,0,56,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.981428+00:00,0,56,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:41.991655+00:00,0,44,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.001822+00:00,0,44,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.011988+00:00,0,60,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.022168+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.032385+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.042634+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.052863+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.063206+00:00,0,71,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.073489+00:00,0,56,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.083711+00:00,0,68,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.094116+00:00,0,68,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.104487+00:00,0,68,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.114801+00:00,0,27,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.125115+00:00,0,27,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.135391+00:00,0,27,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.145707+00:00,0,52,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.155899+00:00,0,52,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.166054+00:00,0,52,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.176214+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.186455+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.196618+00:00,0,49,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.206758+00:00,0,65,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.216951+00:00,0,65,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.227114+00:00,0,65,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.237336+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.247671+00:00,0,40,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.257913+00:00,0,51,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.268189+00:00,0,156,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.278567+00:00,0,156,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.288949+00:00,0,90,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.299272+00:00,0,90,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.309635+00:00,0,90,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.319946+00:00,0,69,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.330429+00:00,0,16,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.340714+00:00,0,16,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.351028+00:00,0,13,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.361363+00:00,0,13,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.371617+00:00,0,-10,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.381790+00:00,0,51,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.391966+00:00,0,51,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.402158+00:00,0,51,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.412326+00:00,0,53,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.422591+00:00,0,53,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.432828+00:00,0,53,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.443241+00:00,0,26,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.453616+00:00,0,72,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.463954+00:00,0,72,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.474297+00:00,0,74,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.484685+00:00,0,74,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.495045+00:00,0,74,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.505631+00:00,0,20,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.516001+00:00,0,51,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.526609+00:00,0,5,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.536901+00:00,0,8,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.547214+00:00,0,8,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.557509+00:00,0,8,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.567716+00:00,0,36,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.577965+00:00,0,36,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.588179+00:00,0,39,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.598415+00:00,0,33,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.608650+00:00,0,33,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.618817+00:00,0,33,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.629023+00:00,0,69,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.639172+00:00,0,69,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.649385+00:00,0,59,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.659615+00:00,0,64,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.669968+00:00,0,64,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.680308+00:00,0,43,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.690680+00:00,0,43,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.701060+00:00,0,43,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.711440+00:00,0,45,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.721805+00:00,0,45,48,21,47510,8059,2106,1664,1907,1854,1802,1154
2025-02-15T08:36:42.732141+00:00,0,59,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.742413+00:00,0,91,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.752717+00:00,0,68,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.763108+00:00,0,68,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.773365+00:00,0,68,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.783519+00:00,0,96,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.793714+00:00,0,96,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.803886+00:00,0,74,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.814079+00:00,0,59,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.824259+00:00,0,59,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.834448+00:00,0,59,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.844639+00:00,0,61,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.854825+00:00,0,61,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.865118+00:00,0,60,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.875435+00:00,0,82,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.885805+00:00,0,82,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.896182+00:00,0,82,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.906623+00:00,0,67,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.917030+00:00,0,67,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.927350+00:00,0,56,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.937634+00:00,0,-1,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.947982+00:00,0,-1,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.958263+00:00,0,-1,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.968626+00:00,0,4,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.978926+00:00,0,44,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.989143+00:00,0,85,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:42.999334+00:00,0,101,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.009515+00:00,0,101,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.019686+00:00,0,101,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.030037+00:00,0,68,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.040354+00:00,0,68,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.050722+00:00,0,35,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.061167+00:00,0,52,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.071497+00:00,0,52,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.081887+00:00,0,20,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.092270+00:00,0,20,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.102592+00:00,0,59,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.112933+00:00,0,84,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.123408+00:00,0,84,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.133728+00:00,0,84,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.144075+00:00,0,44,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.154460+00:00,0,44,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.164756+00:00,0,44,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.177097+00:00,0,60,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.187294+00:00,0,60,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.197461+00:00,0,60,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.207623+00:00,0,83,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.217789+00:00,0,83,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.227927+00:00,0,28,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.238373+00:00,0,66,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.248670+00:00,0,66,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.258834+00:00,0,82,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.269057+00:00,0,82,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.279192+00:00,0,82,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.289330+00:00,0,67,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.299599+00:00,0,44,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.309823+00:00,0,44,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.319983+00:00,0,56,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.330185+00:00,0,56,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.340417+00:00,0,56,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.350634+00:00,0,86,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.361019+00:00,0,55,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.371285+00:00,0,55,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.381605+00:00,0,65,34,4,12705,45719,19732,8173,11908,3577,2770,1985
2025-02-15T08:36:43.391981+00:00,0,65,34,4,12705,45719,19732,8173,11908,3577,2770,1985
